PGD Type,Type,Grain Label,Meteorite,12C/13C,err+[12C/13C],err-[12C/13C]
M,M,KJGN10-26-1,Murchison,51.68,0.36,0.36
M,M,KJE323,Murchison,51.7,2.6,2.6
M,M,WF_6#20.15,Murchison ,51.68,1.87,1.87
Z,Z,WF_6#8.7,Murchison ,51.68,0.55,0.55
M,M,M7@9_1_1_mg_5,Murchison ,51.67,0.62,0.62
M,M,KJE129,Murchison,51.7,2.4,2.4
M,M,M33-119-16,Murchison,51.67,1.74,1.63
M,M,M26a-22-1,Murchison,51.67,1.24,1.18
M,M,KJH8-481,Murchison,51.67,1.00,1.00
M,M,LS+LU-JA-54,Murchison,51.7,0.4,0.4
M,M,KJA1-3-6-4,Murchison,51.65,1.45,1.45
M,M,KJB2-9-1-8,Murchison,51.65,0.78,0.78
M,M,KJB2-11-23-1,Murchison,51.65,0.4,0.4
M,M,KJE101,Murchison,51.6,1.4,1.4
M,M,KJE-a2-62-4,Murchison,51.65,0.28,0.28
Z,Z,M7b@2_24_1_mg_9,Murchison ,51.65,1.27,1.27
M,M,KJE-a2-50-4,Murchison,51.64,0.33,0.33
M,M,KJH9-CL13,Murchison,51.64,0.59,0.59
M,M,Muri11B-488-1,Murchison,51.63,1.74,1.63
M,M,KJA1-8-19-4,Murchison,51.63,1.16,1.16
M,M,M26a-191-7,Murchison,51.62,11.53,7.97
M,M,M26a-228-1,Murchison,51.62,0.86,0.83
M,M,M7@7_6_1_mg_10,Murchison ,51.62,0.42,0.42
M,M,KJH9-671,Murchison,51.62,0.55,0.55
M,M,M8-8-23,Murchison,51.61,0.71,0.69
M,M,M26a-393-11,Murchison,51.61,1.69,1.58
M,M,M33-118-1,Murchison,51.61,1.73,1.62
M,M,KJB2-13-22-2,Murchison,51.61,0.22,0.22
M,M,KJH10-581,Murchison,51.61,0.70,0.70
U,U,KJC198,Murchison,51.6,2.8,2.5
M,M,M8-1-15,Murchison,51.60,1.41,1.33
M,M,SiC266,Murray,51.6,0.7,0.7
M,M,region3_22_1_4,Indarch,51.6,0.4,0.4
M,M,WF_3#21.16,Murchison ,51.60,0.80,0.80
M,M,KJE-a1-7-8,Murchison,51.60,0.26,0.26
M,M,I16,Inman,51.6,9.4,9.4
M,M,M7@14_2_1_mg_3,Murchison ,51.59,0.53,0.53
M,M,M33b-130-6,Murchison,51.59,1.40,1.33
M,M,M26a-124-4,Murchison,51.58,1.30,1.24
M,M,M33b-62-4,Murchison,51.58,1.85,1.72
M,M,KJH2-051,Murchison,51.58,0.36,0.36
M,M,KJA1-2-20-4,Murchison,51.57,1.44,1.44
M,M,KJE670,Murchison,51.6,2.2,2.2
Z,Z,KJB2-10-3-4,Murchison,51.57,0.35,0.35
M,M,M33b-198-2,Murchison,51.56,4.96,4.16
M,M,M26a-382-1,Murchison,51.56,2.83,2.55
M,M,KJE-a2-27-5,Murchison,51.56,0.26,0.26
M,M,M42-185-1,Murchison,51.56,0.81,0.79
M,M,KJG4@038,Murchison,51.54,1.00,1.00
M,M,KJH1-472,Murchison,51.54,0.31,0.31
M,M,M7@4_10_1_mg_7,Murchison ,51.53,0.88,0.88
M,M,M7b@3_67_1_mg_3,Murchison ,51.53,0.68,0.68
M,M,M8-24-4,Murchison,51.53,2.18,2.01
M,M,KJE-a1-25-19,Murchison,51.53,0.25,0.25
M,M,KJE-a2-42-5,Murchison,51.53,0.25,0.25
M,M,M26a-72-1,Murchison,51.53,4.65,3.94
M,M,KJE-a2-2-24,Murchison,51.52,0.31,0.31
M,M,M26a-111-18,Murchison,51.52,1.21,1.16
M,M,M33b-148-1,Murchison,51.52,0.60,0.58
Z,Z,KJA1-6-4-2,Murchison,51.51,2.49,2.49
M,M,M26a-161-1,Murchison,51.51,2.05,1.90
M,M,M42-67-2,Murchison,51.51,0.76,0.74
M,M,M7@8_17_1_mg_5,Murchison ,51.51,0.85,0.85
M,M,WF_6#11.2,Murchison ,51.50,0.65,0.65
M,M,KJH3-472,Murchison,51.50,0.69,0.69
M,M,MB-E1,ALHA77307,51.5,1.0,1.0
M,M,reg4p2_3_1_4,Indarch,51.5,0.6,0.6
M,M,region4again_24_1_1,Indarch,51.5,0.3,0.3
M,M,M33b-181-4,Murchison,51.50,2.33,2.14
M,M,M33-95-8,Murchison,51.49,6.83,5.40
M,M,M33b-154-4,Murchison,51.49,1.40,1.33
M,M,KJB2-3-25-3,Murchison,51.49,1.95,1.95
M,M,M33c-304-16,Murchison,51.48,1.34,1.28
M,M,KJA1-4-1-4,Murchison,51.48,0.72,0.72
M,M,KJB2-8-5-4,Murchison,51.48,0.46,0.46
M,M,KJE-a2-39-17,Murchison,51.48,0.27,0.27
M,M,M7@8_6_1_mg_11,Murchison ,51.48,0.30,0.30
M,M,KJC189,Murchison,51.5,3.9,3.4
M,M,M33b-122-1,Murchison,51.47,2.41,2.20
M,M,M26a-172-5,Murchison,51.46,3.95,3.42
M,M,M26a-195-10,Murchison,51.46,0.81,0.78
M,M,WF_6#8.12,Murchison ,51.46,0.72,0.72
M,M,KJB2-3-14-4,Murchison,51.46,1.11,1.11
M,M,KJE-a1-6-5,Murchison,51.46,0.27,0.27
M,M,M26a-181-13,Murchison,51.46,1.01,0.97
M,M,WF_1#8.14,Murchison ,51.45,0.33,0.33
M,M,M26a-94-3,Murchison,51.45,1.32,1.25
M,M,M33-99-5,Murchison,51.44,1.19,1.14
M,M,KJE-a2-34-11,Murchison,51.43,0.27,0.27
M,M,Muri11B-17-1,Murchison,51.43,1.29,1.23
M,M,Muri11B-27-1,Murchison,51.43,0.62,0.60
M,M,M26a-191-17,Murchison,51.43,2.30,2.11
M,M,M7@14_70_1_mg_4,Murchison ,51.42,0.64,0.64
M,M,LS+LU-L2-06,Murchison,51.42,0.23,0.23
M,M,M8-82-6,Murchison,51.42,1.71,1.60
M,M,M26a-268-9,Murchison,51.41,1.71,1.61
M,M,KJH4-144,Murchison,51.40,0.73,0.73
M,M,M33-70-18,Murchison,51.40,2.78,2.51
M,M,Muri11B-98-1,Murchison,51.40,0.66,0.64
M,M,7_5a,Murchison or Murray,51.4,0.4,0.4
M,M,T98G8-7P1,AMM,51.4,2.7,2.7
M,M,region2_15_1_5,Indarch,51.4,0.4,0.4
M,M,M7@14_8_1_mg_4,Murchison ,51.40,0.72,0.72
M,M,M26a-227-6,Murchison,51.40,0.93,0.90
M,M,M26a-117-2,Murchison,51.39,3.83,3.33
M,M,KJB2-13-22-5,Murchison,51.39,0.25,0.25
M,M,KJB2-13-29-4,Murchison,51.39,0.39,0.39
M,M,KJB2-13-34-9,Murchison,51.39,0.19,0.19
M,M,M26a-270-1,Murchison,51.39,0.88,0.85
M,M,M26a-90-6,Murchison,51.38,3.51,3.09
M,M,M26a-281-16,Murchison,51.38,2.86,2.58
M,M,M33b-114-6,Murchison,51.38,1.45,1.38
M,M,KJE-a2-62-1,Murchison,51.38,0.24,0.24
M,M,M26a-131-7,Murchison,51.38,1.70,1.59
M,M,M26a-312-2,Murchison,51.38,2.97,2.66
M,M,M33b-247-7,Murchison,51.37,1.33,1.26
M,M,M7b@3_50_1_mg_2,Murchison ,51.37,1.14,1.14
M,M,Muri11B-16-8,Murchison,51.37,2.07,1.91
M,M,M33b-251-3,Murchison,51.37,0.73,0.71
M,M,KJG4-f121,Murchison,51.37,0.99,0.99
M,M,M33b-162-4,Murchison,51.36,0.81,0.79
M,M,WF_1#7.8,Murchison ,51.36,0.52,0.52
M,M,Muri11B-231-5,Murchison,51.35,0.77,0.75
Z,Z,M7@3_2_1_mg_5,Murchison ,51.34,1.16,1.16
M,M,M7b@2_23_1_mg_11,Murchison ,51.34,0.44,0.44
M,M,M7b@3_9_1_mg_3,Murchison ,51.34,0.79,0.79
M,M,M7b@3_24_1_mg_3,Murchison ,51.34,1.68,1.68
M,M,M7b@3_35_1_mg_8,Murchison ,51.34,0.47,0.47
M,M,M33b-180-3,Murchison,51.34,1.27,1.21
M,M,KJB2-8-4-10,Murchison,51.34,0.63,0.63
M,M,KJB2-9-1-6,Murchison,51.34,0.48,0.48
M,M,KJE210,Murchison,51.3,1.4,1.4
M,M,Muri11B-324-4,Murchison,51.32,0.89,0.86
M,M,M8-11-7,Murchison,51.32,0.56,0.55
M,M,KJB2-2-7-5,Murchison,51.32,1.29,1.29
M,M,KJC202,Murchison,51.3,6.8,5.4
M,M,M26a-113-17,Murchison,51.31,1.34,1.27
M,M,LS-10,Murchison,51.3,0.2,0.2
M,M,KJE-a2-22-15,Murchison,51.30,0.30,0.30
M,M,I14,Inman,51.3,14.1,14.1
M,M,KJE735,Murchison,51.3,4.7,4.7
M,M,SiC138,Murchison,51.3,0.2,0.2
Z,Z,Oct-17-3-5,Indarch,51.3,0.4,0.4
M,M,region3p2_15_1_3,Indarch,51.3,0.4,0.4
M,M,M1R-1c,GRV 021710,51.3,2.8,2.8
M,M,M33b-192-5,Murchison,51.29,0.72,0.70
M,M,KJB2-C-5,Murchison,51.29,3.39,3.39
M,M,M26a-233-2,Murchison,51.29,0.96,0.93
M,M,M7b@3_49_1_mg_1,Murchison ,51.29,0.33,0.33
M,M,M26a-159-1,Murchison,51.29,1.00,0.96
Z,Z,M33b-122-6,Murchison,51.28,1.60,1.51
M,M,KJB2-3-14-13,Murchison,51.28,1.36,1.36
M,M,KJB2-8-6-6,Murchison,51.28,0.51,0.51
M,M,M26a-283-4,Murchison,51.28,4.09,3.53
M,M,KJC134,Murchison,51.3,5.3,4.4
M,M,KJE-a1-9-4,Murchison,51.26,0.28,0.28
M,M,Muri11B-82-2,Murchison,51.26,0.67,0.65
M,M,M7@9_4_1_mg_1,Murchison ,51.26,1.00,1.00
M,M,M7@9_12_1_mg_5,Murchison ,51.26,1.11,1.11
M,M,M33b-133-4,Murchison,51.26,2.33,2.13
M,M,KJE730,Murchison,51.3,1.6,1.6
M,M,KJE-a1-25-22,Murchison,51.24,0.24,0.24
M,M,M42-129-2,Murchison,51.24,4.78,4.03
M,M,M26a-163-3,Murchison,51.24,1.61,1.52
M,M,KJA1-5-9-1,Murchison,51.23,1.37,1.37
M,M,KJE-a1-47-2,Murchison,51.23,0.28,0.28
M,M,M7@8_6_1_mg_20,Murchison ,51.23,0.47,0.47
M,M,M7b@2_7_1_mg_2,Murchison ,51.23,1.19,1.19
M,M,M26a-391-9,Murchison,51.23,0.84,0.81
M,M,M10-9-6,Murchison,51.23,1.34,1.28
M,M,M33b-174-4,Murchison,51.23,1.19,1.14
M,M,Muri11B-340-5,Murchison,51.22,0.76,0.74
M,M,M26a-401-4,Murchison,51.21,1.49,1.41
M,M,Muri11B-423-11,Murchison,51.21,1.26,1.20
M,M,KJA1-7-21-1,Murchison,51.21,0.87,0.87
M,M,KJA1-1-3-10,Murchison,51.21,0.88,0.88
M,M,M26a-328-1,Murchison,51.20,0.80,0.78
M,M,M7@8_23_1_mg_1,Murchison ,51.20,0.33,0.33
M,M,M26a-87-4,Murchison,51.20,1.34,1.27
M,M,KJE-a2-46-8,Murchison,51.20,0.25,0.25
M,M,KJB2-3-16-14,Murchison,51.2,2.84,2.84
M,M,region3_7_1_4,Indarch,51.2,0.3,0.3
M,M,M26a-88-10,Murchison,51.19,2.63,2.39
M,M,M8-79-8,Murchison,51.18,0.56,0.55
M,M,Muri11B-280-1,Murchison,51.18,0.65,0.64
M,M,KJH8-731,Murchison,51.18,0.50,0.50
M,M,KJB2-6-4-10,Murchison,51.18,0.62,0.62
M,M,KJC139,Murchison,51.2,5.5,4.5
M,M,M7@8_10_1_mg_5,Murchison ,51.18,0.81,0.81
M,M,LS+LU-JA-37,Murchison,51.2,0.4,0.4
M,M,M26a-161-2,Murchison,51.17,7.90,6.04
M,M,KJB2-7-1-2,Murchison,51.17,0.48,0.48
M,M,KJB2-7-4-1,Murchison,51.17,0.76,0.76
M,M,KJGN10-62-1,Murchison,51.17,0.36,0.36
M,M,M26a-5-17,Murchison,51.16,1.59,1.50
M,M,M26a-127-8,Murchison,51.16,1.41,1.34
M,M,M33-70-3,Murchison,51.16,1.59,1.50
M,M,KJE-a2-15-7,Murchison,51.15,0.25,0.25
M,M,M26a-70-1,Murchison,51.15,1.22,1.16
M,M,M26a-110-11,Murchison,51.15,1.82,1.70
M,M,M7@8_31_1_mg_5,Murchison ,51.15,0.90,0.90
M,M,M7@14_62_1_mg_5,Murchison ,51.15,1.13,1.13
M,M,M7b@3_9_1_mg_7,Murchison ,51.15,0.68,0.68
M,M,Muri11B-43-2,Murchison,51.15,0.91,0.88
M,M,KJE-a1-35-8,Murchison,51.13,0.26,0.26
M,M,M42-5-1,Murchison,51.12,0.97,0.93
M,M,M26a-123-10,Murchison,51.12,1.26,1.20
M,M,M7@4_1_1_mg_8,Murchison ,51.12,0.34,0.34
M,M,M7b@2_59_1_mg_4,Murchison ,51.12,1.35,1.35
M,M,M7b@3_71_1_mg_1,Murchison ,51.12,1.20,1.20
U,M,KJB2-CNSi_24_mg_3,Murchison,51.12,2.86,2.86
M,M,M6,Murchison,51.1,2.5,2.5
Z,Z,KJE-a2-5-8,Murchison,51.11,0.32,0.32
M,M,M33b-105-5,Murchison,51.11,2.89,2.60
M,M,KJB2-2-8-9,Murchison,51.11,1.51,1.51
M,M,KJB2-11-17-6,Murchison,51.11,0.34,0.34
M,M,M10-7-1,Murchison,51.11,0.56,0.55
M,M,KJB2-K-test1,Murchison,51.1,0.78,0.78
M,M,M8-85-3,Murchison,51.09,0.69,0.67
M,M,M7@4_6_1_mg_21,Murchison ,51.09,1.77,1.77
M,M,M7@14_48_1_mg_5,Murchison ,51.09,0.37,0.37
M,M,KJE-a2-27-6,Murchison,51.09,0.32,0.32
M,M,M26a-394-5,Murchison,51.09,1.39,1.32
M,M,WF_6#1.4,Murchison ,51.09,0.50,0.50
M,M,Muri11B-302-2,Murchison,51.09,1.04,1.00
M,M,WF_3#13.11,Murchison ,51.09,0.55,0.55
M,M,KJE-a2-21-10,Murchison,51.07,0.26,0.26
M,M,M26a-178-13,Murchison,51.07,0.86,0.83
M,M,M7@8_8_1_mg_16,Murchison ,51.07,0.36,0.36
M,M,M7@15_24_1_mg_6,Murchison ,51.07,0.77,0.77
M,M,WF_5#15.7,Murchison ,51.07,1.29,1.29
M,M,WF_2#5.1,Murchison ,51.06,0.30,0.30
M,M,M33b-153-4,Murchison,51.06,10.62,7.50
U,U,WF_6#19.7,Murchison ,51.06,0.56,0.56
M,M,WF_3#6.5,Murchison ,51.06,0.90,0.90
M,M,KJB2-11-12-3,Murchison,51.06,0.65,0.65
M,M,KJB2-13-27-7,Murchison,51.06,0.36,0.36
M,M,M26a-281-10,Murchison,51.06,1.88,1.75
M,M,M26a-363-2,Murchison,51.06,2.91,2.61
M,M,KJE-a2-49-5,Murchison,51.05,0.33,0.33
M,M,M26a-268-1,Murchison,51.05,1.25,1.20
M,M,M33-90-25,Murchison,51.05,2.03,1.88
M,M,M33b-185-6,Murchison,51.05,5.06,4.22
M,M,Muri11B-52-2,Murchison,51.04,0.76,0.73
M,M,KJE-a1-20-6,Murchison,51.04,0.26,0.26
M,M,M26a-156-8,Murchison,51.04,1.65,1.55
M,M,M26a-272-3,Murchison,51.04,1.23,1.17
M,M,M7b@3_8_1_mg_2,Murchison ,51.04,0.53,0.53
M,M,M7b@3_65_1_mg_4,Murchison ,51.04,0.62,0.62
M,M,KJH4-321,Murchison,51.03,0.83,0.83
M,M,KJB2-11-7-3,Murchison,51.03,1.24,1.24
M,M,KJE-a2-10-7,Murchison,51.02,0.31,0.31
M,M,KJA1-6-12-3,Murchison,51.02,1.38,1.38
M,M,M26a-276-10,Murchison,51.01,1.20,1.14
M,M,M7@11_11_1_mg_2,Murchison ,51.01,1.25,1.25
M,M,M7@15_47_1_mg_6,Murchison ,51.01,0.46,0.46
M,M,KJH4-261,Murchison,51.01,0.80,0.80
M,M,KJE299,Murchison,51.0,2.2,2.2
Z,Z,SiC-423-1,Acfer 094,51.0,8.2,8.2
Z,Z,KJE4-393-1,Murchison,51,4,4
M,M,Org-52,Orgueil,51.00,0.25,0.25
M,M,KJG-CHRL108-327-2,Murchison,51.0,0.35,0.35
Z,Z,IH6-16-1,Indarch,51,0.4,0.4
M,M,M08-424-2-2,Murchison,51,0.3,0.3
Z,Z,KJB2-9-5-18,Murchison,51,0.53,0.53
M,M,Muri11B-165-1,Murchison,51.00,0.73,0.71
Z,Z,KJE349,Murchison,51.0,1.1,1.1
M,M,KJE-a1-15-4,Murchison,50.99,0.25,0.25
M,M,KJE-a1-47-1,Murchison,50.99,0.24,0.24
M,M,KJG4@066,Murchison,50.99,0.78,0.78
M,M,KJB2-3-22-8,Murchison,50.99,1.45,1.45
M,M,M42-62-3,Murchison,50.99,0.69,0.67
M,M,M42-161-1,Murchison,50.98,1.18,1.13
M,M,M26a-177-2,Murchison,50.97,1.62,1.53
M,M,KJH10-271,Murchison,50.97,0.84,0.84
M,M,KJB2-J-1,Murchison,50.97,1.6,1.6
M,M,WF_3#15.2,Murchison ,50.96,0.52,0.52
M,M,WF_2#13.6,Murchison ,50.96,0.37,0.37
M,M,M7@8_6_1_mg_26,Murchison ,50.96,0.55,0.55
Z,Z,M7@9_10_1_mg_2,Murchison ,50.96,0.98,0.98
M,M,M7@14_6_1_mg_3,Murchison ,50.96,1.21,1.21
M,M,M7@14_60_1_mg_7,Murchison ,50.96,0.74,0.74
M,M,M7b@3_12_1_mg_1,Murchison ,50.96,1.02,1.02
M,M,M7b@3_59_1_mg_8,Murchison ,50.96,0.24,0.24
M,M,M26a-17-3,Murchison,50.96,2.83,2.55
M,M,KJE-a2-41-6,Murchison,50.96,0.25,0.25
M,M,M26a-193-3,Murchison,50.95,1.22,1.16
M,M,Muri11B-485-1,Murchison,50.94,0.82,0.80
M,M,M11,Murchison,50.9,0.8,0.8
M,M,M33-15-1,Murchison,50.94,2.88,2.58
M,M,KJE-a2-1-40,Murchison,50.94,0.26,0.26
M,M,M7@9_7_1_mg_2,Murchison ,50.93,0.59,0.59
Z,Z,KJB2-2-3-3,Murchison,50.93,1.45,1.45
M,M,M33-91-8,Murchison,50.93,9.13,6.72
M,M,KJE-a1-29-1,Murchison,50.93,0.24,0.24
M,M,KJE-a1-35-5,Murchison,50.93,0.23,0.23
M,M,KJH2-581,Murchison,50.92,0.36,0.36
M,M,KJE308,Murchison,50.9,1.2,1.2
M,M,M26a-229-19,Murchison,50.92,1.14,1.10
M,M,M7b@2_12_1_mg_2,Murchison ,50.90,1.25,1.25
M,M,WF_1#8.4,Murchison ,50.90,0.38,0.38
M,M,KJE-a2-8-10,Murchison,50.90,0.26,0.26
M,M,KJB2-3-21-18,Murchison,50.89,1.21,1.21
M,M,KJB2-13-18-4,Murchison,50.89,0.33,0.33
M,M,M26a-91-6,Murchison,50.88,1.51,1.43
M,M,M33c-320-7,Murchison,50.88,0.93,0.90
Z,Z,M7@15_3_1_mg_3,Murchison ,50.88,2.66,2.66
M,M,M7b@3_29_1_mg_10,Murchison ,50.88,0.28,0.28
M,M,LS+LU-JA-55,Murchison,50.9,0.4,0.4
M,M,M10-10-3,Murchison,50.87,0.59,0.57
M,M,WF_4#8.7,Murchison ,50.87,0.52,0.52
M,M,M33-91-10,Murchison,50.87,3.47,3.05
M,M,KJE-a2-27-4,Murchison,50.87,0.31,0.31
M,M,KJC173,Murchison,50.9,4.8,4.1
M,M,M33c-292-3,Murchison,50.86,1.80,1.68
M,M,KJA1-2-6-2,Murchison,50.86,1.69,1.69
Z,Z,KJB2-9-4-2,Murchison,50.86,0.34,0.34
M,M,M26a-92-2,Murchison,50.86,1.08,1.03
M,M,M33b-109-1,Murchison,50.85,1.78,1.67
M,M,M7@8_3_1_mg_10,Murchison ,50.85,0.39,0.39
M,M,M7b@3_68_1_mg_6,Murchison ,50.85,0.94,0.94
M,M,M26a-113-29,Murchison,50.85,3.03,2.70
M,M,M21,Murchison,50.8,1.3,1.3
M,M,KJE-a2-13-9,Murchison,50.85,0.26,0.26
M,M,M33c-315-2,Murchison,50.84,4.45,3.78
M,M,WF_3#8.10,Murchison ,50.84,0.54,0.54
M,M,Muri11B-266-2,Murchison,50.84,2.49,2.26
M,M,KJE316,Murchison,50.8,1.4,1.4
M,M,Muri11B-298-2,Murchison,50.84,0.82,0.79
M,M,KJE-a2-39-2,Murchison,50.84,0.33,0.33
M,M,M33b-206-5,Murchison,50.83,1.35,1.28
M,M,KJB2-2-7-11,Murchison,50.83,0.8,0.8
Z,Z,KJB2-14-13-3,Murchison,50.83,0.34,0.34
M,M,WF_2#1.4,Murchison ,50.83,0.50,0.50
M,M,C16,Chainpur,50.8,1.1,1.1
Z,Z,M7@14_44_1_mg_2,Murchison ,50.82,1.23,1.23
M,M,M7b@1_10_1_mg_20,Murchison ,50.82,0.45,0.45
M,M,M7b@2_14_1_mg_3,Murchison ,50.82,0.52,0.52
M,M,M33b-127-9,Murchison,50.82,3.80,3.30
M,M,KJH10-211,Murchison,50.82,0.77,0.77
M,M,KJB2-1-3-19,Murchison,50.81,1.61,1.61
M,M,KJH5-m132,Murchison,50.81,0.73,0.73
M,M,M42-255-4,Murchison,50.80,4.94,4.13
M,M,Org-494,Orgueil,50.80,0.35,0.35
M,M,region2_23_1_7,Indarch,50.8,0.3,0.3
M,M,M1T-5c,GRV 021710,50.8,2.7,2.7
M,M,I62,Inman,50.8,5.4,5.4
M,M,KJE509,Murchison,50.8,2.9,2.9
M,M,KJB2-3-24-4,Murchison,50.79,1.21,1.21
M,M,KJE-a2-6-32,Murchison,50.78,0.28,0.28
M,M,Muri11B-226-1,Murchison,50.78,0.67,0.65
M,M,I72,Inman,50.8,3.7,3.7
M,M,WF_3#20.9,Murchison ,50.76,0.56,0.56
X,X,KJGM4-13-4,Murchison,50.8,0.4,0.4
M,M,M33b-207-4,Murchison,50.76,2.68,2.43
M,M,KJB2-13-20-12,Murchison,50.76,0.35,0.35
M,M,KJGN10-06-7,Murchison,50.76,0.26,0.26
M,M,KJH2-UR21,Murchison,50.76,0.20,0.20
M,M,M26a-160-8,Murchison,50.75,3.92,3.40
M,M,M33b-209-8,Murchison,50.75,2.17,2.00
M,M,M33c-291-11,Murchison,50.74,0.94,0.91
M,M,M7@10_2_1_mg_2,Murchison ,50.74,0.19,0.19
M,M,KJH8-2m13,Murchison,50.74,0.67,0.67
M,M,KJB2-4-1-8,Murchison,50.74,0.76,0.76
U,U,WF_1#7.12,Murchison ,50.74,0.38,0.38
M,M,KJC038,Murchison,50.7,9.6,7.0
M,M,M33b-155-3,Murchison,50.74,1.24,1.18
M,M,M33b-98-2,Murchison,50.74,2.74,2.47
M,M,KJA1-6-17-3,Murchison,50.73,2.14,2.14
M,M,M26a-111-14,Murchison,50.73,1.08,1.04
M,M,M42-120-7,Murchison,50.73,2.61,2.36
M,M,M26a-191-1,Murchison,50.73,0.67,0.65
M,M,M7@8_35_1_mg_2,Murchison ,50.72,0.37,0.37
M,M,M7b@3_41_1_mg_4,Murchison ,50.72,0.45,0.45
M,M,M7b@3_42_1_mg_4,Murchison ,50.72,0.55,0.55
M,M,KJH2-441,Murchison,50.71,0.29,0.29
M,M,Muri11B-4-10,Murchison,50.71,7.57,5.83
M,M,M33c-279-2,Murchison,50.71,1.39,1.32
M,M,Muri11B-441-5,Murchison,50.71,1.19,1.14
M,M,M26a-462-1,Murchison,50.71,2.39,2.18
M,M,M08-174-10,Murchison,50.7,0.6,0.6
M,M,M26a-97-2,Murchison,50.70,2.18,2.01
M,M,M26a-77-5,Murchison,50.70,1.58,1.48
M,M,M33c-320-3,Murchison,50.69,1.70,1.59
Z,Z,KJB2-8-10-2,Murchison,50.69,0.42,0.42
M,M,M26a-276-4,Murchison,50.69,1.04,1.00
M,M,KJH4-223,Murchison,50.69,0.82,0.82
M,M,M7@8_32_1_mg_1,Murchison ,50.69,0.22,0.22
M,M,M7@13_4_1_mg_2,Murchison ,50.69,1.07,1.07
M,M,M26a-131-19,Murchison,50.69,1.04,1.00
M,M,M26a-165-13,Murchison,50.69,1.44,1.36
M,M,M26a-322-1,Murchison,50.68,1.43,1.35
M,M,KJA1-2-17-1,Murchison,50.68,1.03,1.03
M,M,KJGN10-30-2,Murchison,50.68,0.36,0.36
M,M,KJE-a1-23-9,Murchison,50.68,0.24,0.24
M,M,KJH4-622,Murchison,50.67,0.69,0.69
M,M,M33-103-2,Murchison,50.66,5.57,4.57
M,M,M7@8_32_1_mg_12,Murchison ,50.66,1.32,1.32
M,M,M7b@3_17_1_mg_4,Murchison ,50.66,1.38,1.38
M,M,M7b@3_40_1_mg_1,Murchison ,50.66,0.34,0.34
M,M,KJE-a1-31-5,Murchison,50.66,0.24,0.24
M,M,M33b-75-8,Murchison,50.66,8.90,6.59
M,M,KJE184,Murchison,50.7,2.2,2.2
M,M,M33-85-9,Murchison,50.65,4.60,3.90
M,M,KJGN10-76-1,Murchison,50.65,0.35,0.35
M,M,M33c-290-4,Murchison,50.65,3.78,3.29
M,M,M26a-394-3,Murchison,50.64,1.17,1.12
M,M,Muri11B-61-9,Murchison,50.64,0.73,0.71
M,M,M7b@2_2_1_mg_9,Murchison ,50.63,1.76,1.76
M,M,M7b@2_28_1_mg_7,Murchison ,50.63,1.29,1.29
M,M,M26a-20-10,Murchison,50.62,0.99,0.95
M,M,M26a-127-13,Murchison,50.62,1.86,1.74
M,M,KJB2-17-6-9,Murchison,50.62,1.3,1.3
M,M,KJE097,Murchison,50.6,4.7,4.7
M,M,M26a-20-5,Murchison,50.61,3.58,3.14
M,M,KJB2-11-22-4,Murchison,50.61,0.42,0.42
M,M,M7@7_6_1_mg_7,Murchison ,50.61,0.41,0.41
M,M,M42-8-21,Murchison,50.61,10.83,7.59
M,M,I37,Inman,50.6,6.2,6.2
M,M,M26a-111-8,Murchison,50.60,1.14,1.09
M,M,Muri11B-461-4,Murchison,50.60,2.02,1.87
M,M,Org-478,Orgueil,50.6,0.5,0.5
M,M,region3p2_22_1_7,Indarch,50.6,0.3,0.3
M,M,KJG4-f031,Murchison,50.59,1.05,1.05
M,M,WF_4#7.5,Murchison ,50.59,0.68,0.68
M,M,WF_2#9.1,Murchison ,50.58,0.53,0.53
M,M,M7@15_2_1_mg_2,Murchison ,50.58,1.16,1.16
M,M,M7b@3_63_1_mg_6,Murchison ,50.58,0.85,0.85
M,M,WF_5#1.8,Murchison ,50.58,1.11,1.11
M,M,KJB2-13-30-8,Murchison,50.57,0.32,0.32
M,M,KJB2-13-36-7,Murchison,50.57,0.38,0.38
M,M,KJE-a2-45-13,Murchison,50.57,0.30,0.30
M,M,KJE-a1-2-13,Murchison,50.56,0.23,0.23
M,M,M7@11_10_1_mg_2,Murchison ,50.55,0.69,0.69
M,M,M7b@1_10_1_mg_23,Murchison ,50.55,0.86,0.86
M,M,M7b@2_16_1_mg_1,Murchison ,50.55,0.54,0.54
M,M,KJB2-11-24-3,Murchison,50.55,0.39,0.39
M,M,Muri11B-231-3,Murchison,50.55,0.94,0.91
M,M,M33b-133-1,Murchison,50.55,1.31,1.24
M,M,KJA1-6-14-2,Murchison,50.54,1.37,1.37
M,M,KJE-a2-10-24,Murchison,50.54,0.26,0.26
M,M,M26a-230-6,Murchison,50.54,1.05,1.01
M,M,M42-66-1,Murchison,50.54,1.48,1.40
M,M,KJE-a1-35-9,Murchison,50.53,0.26,0.26
M,M,KJB2-3-21-14,Murchison,50.53,1.4,1.4
Z,Z,WF_6#9.7,Murchison ,50.53,0.91,0.91
M,M,M33b-114-2,Murchison,50.52,1.57,1.48
M,M,M33b-240-3,Murchison,50.52,1.52,1.44
M,M,M33b-169-6,Murchison,50.52,2.07,1.91
M,M,WF_3#1.6,Murchison ,50.52,0.46,0.46
M,M,KJE-a2-1-18,Murchison,50.52,0.30,0.30
M,M,KJE-a2-52-3,Murchison,50.52,0.33,0.33
